Curvature,CrossLevel
-0.0008330217964245198,-0.014332963484869322
-0.012946801179150414,-0.003569675736246957
0.014977678705182459,0.0022246167953709657
0.019407106086474262,-0.011288989214832741
-0.001267090003824434,-0.006705390419024618
0.0015323452368380935,-0.010482084901615457
0.019023982979655973,5.3196561591676086e-05
0.0205125158900647,0.02262490984698079
0.008255111988820037,-0.01752397035109873
0.010867803959263117,0.000767188520827738
0.003823851797504659,-0.0015039290328377995
0.0004833279885451897,-0.015326196378008037
-0.0021920746046858483,0.018888961594686546
-0.011567155697446579,0.016951516796944656
-0.031194129013722947,-0.00778149287429674
0.004916040230549105,-0.0028628849629661005
-0.02207354060100459,0.003947166907620255
0.006000506193900069,0.0048640191491929104
-0.017531780339473703,-0.015365098671695736
-0.008589147182608649,0.017861572285391585
0.014317235429936452,-0.02943277707196923
-0.018205322586498686,0.012831181248235894
0.004882278357064027,-0.01414455546449943
-0.020026689630461673,0.015588092941363844
0.003367639962881864,0.004066729559649009
0.0011224827844427332,-0.0015191100728006138
-0.007555725920342646,-0.023948649992924453
-0.005818709366695402,0.0015390402878557058
-0.01189970921346167,4.0790383369172095e-05
-0.007503323858943613,0.007967507734322176
0.002549958680131589,0.0030961892833894587
0.035296552723144275,-0.022804890086081078
-0.008186689764808103,0.01923042998777277
0.0001913721570178037,0.019196755013700755
-0.01347132505622513,-0.01712695975404277
-0.024150330510633117,0.019847942084627587
-0.007499148611820192,-0.007719453497325163
-0.033121788133204974,0.012411805468873336
-0.029117744386860107,0.005232505684641581
0.006098601480069211,-0.015119793141899426
0.00524398882267549,0.011723321126092378
0.005507736787950802,0.010248632641121098
0.005748244037332725,-0.012082669698723666
-0.00035486702416755297,-0.003586538693512366
-0.008207588142170538,0.002756698489585965
-0.00789376494636978,-0.0031964500009911394
-0.016476321592655323,-0.017247660643747477
0.02114936407039712,-0.005572100408406425
-0.0024549384321266555,-0.00746546984503634
-0.026986364541251598,-0.009272201905545745
0.0014616609359039683,0.014016516979361144
-0.012978931997128296,-0.023279511932551164
-0.01094352382295391,0.013834627333927155
0.009557302104043344,0.016525905369695733
0.01379341261742078,0.0058270529090726575
0.00033450052690568895,-0.006562347429078218
-0.013269228961713831,0.004320941667280515
0.007651206289190292,0.03404840311867435
0.008276635491375051,0.026926599196089328
0.03050610166470901,0.031506607181783976
0.007009539358962377,-0.00837033186496894
0.009586340918961218,-0.01627652552139717
-0.024942035244618303,-0.020193855246099145
-0.004323462724472482,0.00964274754915237
0.007594190206972874,0.0059400177069305355
0.008052582250325735,0.01249647469474444
0.0009600521895219456,0.01459708720659438
0.019487444325035075,-0.00270751696545154
0.008624676160518456,-0.004737147915639235
-0.01523593555947184,-0.015950326552155284
0.011038545191010342,0.004361723221707083
0.009004490243900053,-0.0021753847760688752
0.0018085707985433471,0.011974614134258103
0.012612935883368719,0.04128455983655756
-0.0283861135582537,-0.006827770105877973
0.015881454794157333,-0.004847764265114929
-0.009531466515777265,0.008631496742853588
0.016461877238110652,0.0031383551196371732
-0.01729325292758994,0.004624880304559832
-0.0258523659785575,0.01226334380714953
0.0015054000210422895,0.016386902526373214
0.00941426737947056,0.0037199679159562165
0.013774183241698101,0.013371943887598148
-0.005756609212751903,0.011676105635972722
-0.003979435175655711,0.0021140049772553973
-0.007328265210422169,-0.02670739735202812
0.0230858337563698,-0.0019754599928219567
0.011681002238912866,-0.010278658858468254
0.00343064147238596,0.009953272581953537
-0.004528892902570611,0.00552409031129276
0.00017689124942337517,0.00027345167351169875
0.0066817904181218565,0.036829654443292364
-0.017076544695668182,-0.014779500803398245
0.00032502037347998704,0.014026921339567514
-0.009297539109119742,-0.016663027343227055
-0.008081111182818816,-0.007228783202148231
-0.007740712858297557,0.0037843492499181177
0.019800958850217102,0.00045667836571886694
-0.00891219201949601,0.002772572625720572
-0.0001528479617471136,0.013190443440918902
-0.006235114316623467,-0.01047860085434148
-0.009912857529654718,-0.0025364720459451423
0.005097541269061812,-0.0009605733557946031
-0.020314608670220353,0.010920302819310172
0.012908319875165513,0.026570153531105086
0.004182001217802967,-0.0033092093661413243
0.0128977449324165,-0.0036892042072368954
-0.0012460395959559565,-0.012214102704544441
0.010664696601154834,0.002094141857081144
-0.0065890120761660535,-0.02324326609282995
-0.02668128904721819,0.00897054233848512
-0.0024805047303295504,-0.013715870190221942
-0.011167319028289418,-0.03763606038663045
0.04283786020427102,0.018503426614862446
-0.007587555559958458,-0.015608552410503403
0.01133164128514016,-0.012014448179268783
0.0017475831394252925,0.021599213031025737
-0.021532120881015,-0.01801228437943643
0.011368681053022913,-0.0047266185055114054
0.01535935811997522,0.008863121391390357
0.006027706119567404,0.01833056687210846
0.0028372549105628933,-0.029402974289324972
0.024243097037179633,0.016196337222235777
-0.004829362081339515,0.00842250071195548
0.0012720032152727335,-0.024284376229385236
0.011106131780284917,0.009418898052494712
-0.016041239304934826,-0.008996293530561406
-0.0037005678893605146,0.0009686723822464609
0.006454380786199967,0.0022297485411593675
-0.026750470588766468,-0.0021621471151868927
-0.015587766326778829,-0.014192412605006862
0.0022665220012921174,0.006612429846649916
-0.013398479700416566,-0.016020912862757457
0.017648662696510605,0.01496164200550308
-0.004976441599829326,0.00033957456651881237
0.02860126313098437,-0.02031534818633588
-0.009992138126864693,-0.03314025445210689
0.006154159763012493,0.02504525514583509
0.024485836118971892,0.00034325043908226254
0.0008082913283870598,-0.009279117931674347
-0.008646816588246037,0.01017176614276076
0.010534666767400473,0.02026421332650301
-0.019526479400110243,-0.016845127535854307
0.006738883936086321,0.018827628798149976
0.009462363492629565,-0.01786417856599433
-0.0005706980224842641,-0.008269371792830972
-0.011691121969611442,-0.002855379587486968
-0.033403839452404126,0.008960070330234361
0.019638865714187874,-0.014630065407052664
-0.0021538956744350754,-0.02830391026714195
0.0030635679019037354,-0.0010658030970678266
0.00036798495508915015,0.003581952835693319
0.004660028534349242,0.010481893240868099
-0.026052527442363756,-0.019303266351725946
0.0027646213097277227,0.007966597126672501
-0.008201701755240657,-0.015721054339148256
0.01412138123553074,0.012526482927193133
0.022000594665474202,0.005253553818581198
-0.020786329560584196,-0.016640172345259923
0.01428349785869491,-0.00037633225622135495
-0.00618428881521238,-0.027235433323786147
0.020486038562779682,-0.013299298311537297
0.004914064942298987,0.0010152461755172574
-0.015536512174754694,0.00951938441331822
0.020594460367217203,-0.01785049525292141
0.008381022352666087,0.010361765139154207
-0.007228771866822687,0.02211690633074115
0.013574879681906769,-0.0002796681366534073
0.001409945378451905,-0.010198900795371536
0.0008402805718909952,-0.0051524432652529355
-0.015687450828184783,-0.006148826149199345
-0.037300662747823794,-0.016783745428856113
0.004461214763229291,0.015972130729779394
-0.008791687151273323,0.028373413256412044
-0.017406479987923922,-0.01910666299404315
-0.02005142675948117,0.005890081138901239
0.008269827520756484,-0.008897439197756497
0.015821515275622835,-0.007742012006215747
-0.004903132139502078,0.010832593287062344
0.04109193529552381,0.016016342781783238
0.012629920307880788,-0.013393718564665574
0.007591424863056341,-0.012102607397867183
-0.024636279702281088,0.015195617005441744
0.004479217912892218,0.0024267870923702466
-0.01840176160273865,0.008664481467948555
0.004846181622366247,0.005555720338550447
0.0022462177080686757,0.01514123208023906
0.005537847246061978,-0.006494780309360288
-0.008012298369265066,0.012401795497716389
-0.00891440086405949,0.026880120230799533
0.0025692518107187316,0.0019087778498853374
0.030113274717066145,0.012614857389765565
-0.0010120291115592044,-0.009241648941690848
-0.02186761479378367,-0.013276643229137082
0.004192645411675909,0.018768922050334737
-0.004169626474107068,0.0007298522434335809
0.005981033322354029,0.010723985889697247
-0.0012949293299970464,-0.0005272888349036348
-0.005073676494279903,0.0021962276393653287
-0.01614286018981741,-0.007926354783031704
0.010762047838199243,-0.006154282172173306
0.004030375431367491,0.01099918000831534
0.004413844230448949,0.001117198084198911
0.027191539696584336,-0.0075211077155579184
-0.022338392086188413,-0.010563984113909417
-0.009022589658821294,0.010948229605901479
0.011673414188188902,-0.0024965713711312554
-0.011175491595048643,-0.012181524870611728
0.009953081877119727,0.0072233201670029185
0.02797623815174271,-0.002197271201210863
0.013936732915271696,-0.006666713925990588
0.0017291462826162264,0.02174349667121702
0.016467707953420632,-0.015293283929412392
0.017572243176005108,0.018529284988927582
0.005461672809924593,0.005781351877498746
0.010102858687313697,-0.002414707048671517
-0.010041261574672713,-0.011813143621321746
-0.00813238183074853,-0.02075059071741256
0.009856711429880004,0.0007153660044335718
-0.006176210807813207,-0.016074285696680478
0.012775924931035127,-0.008469849657869555
-0.012018962575589183,0.002761663207762029
-0.0010987661281198187,-0.012009313809591067
-0.025627793686557793,-0.00036351655332239434
-0.019155361279591984,-0.005981874848781248
0.006060407575068486,0.005326889295402292
-0.0001843500480103043,0.009844197582718579
-0.008346530502686073,0.0017020377752302173
0.002360025350395152,0.02606324936557777
0.012064956726004696,0.005147898595938881
-0.009212388512703165,0.0025146280057793506
0.00018262913202255013,-0.020346490911411753
0.005557293088189972,0.009930628809103443
0.006209698153227527,0.015022520693135168
0.022702582888085257,0.004402919503548784
0.0016478816810760223,-0.01451346428992616
-0.030180085877431526,0.004373336544553686
-0.012587509496427979,0.002373897912297826
4.4832072751351676e-05,0.016600355823605473
0.01430411858435781,0.023704211524239002
-0.0021515721332603906,-0.002435620631028805
-0.0024339588781895492,-0.021900084960795752
0.01911922024872208,0.018617240279232325
0.003816366995853038,0.01714190608105573
-0.002450271698485707,-0.015757941609099414
-0.003732441308304914,0.003781576152042788
-0.010832960758402937,-0.02385527549830155
-0.0006079892525595052,0.013708885939281396
