LineCode,Track,Mile,Foot,Curvature,CrossLevel
AB,2,0,0,0.028729993999595374,-0.0253083712554752
AB,2,0,1,0.07029141811764303,0.08006461829033819
AB,2,0,2,0.05163718530192635,-0.029284089413509396
AB,2,0,3,-0.059226791863204134,-0.10365400678698139
AB,2,0,4,0.0014244306574177253,-0.12548057400967186
AB,2,0,5,-0.08420766565583566,-0.004556743457438513
AB,2,0,6,0.030662094544792746,-0.09786806060713168
AB,2,0,7,-0.0022367371286710624,0.03545740685460128
AB,2,0,8,-0.0566406354723627,0.024223552436704425
AB,2,0,9,-0.04162946742271693,-0.09857597368164817
AB,2,0,10,-0.01299678446800873,-0.0007895625101865845
AB,2,0,11,-0.0938266019330608,0.13132849672498026
AB,2,0,12,0.029931493940794054,0.047329892193067685
AB,2,0,13,0.01618454162019159,0.03501976662763943
AB,2,0,14,-0.15271384457235485,0.05372777667195136
AB,2,0,15,-0.04233989167900974,-0.03644934949198965
AB,2,0,16,-0.1768144241423447,-0.09914877156066648
AB,2,0,17,0.0006656019812570357,-0.061229776447050736
AB,2,0,18,-0.013265346144486358,-0.10809689495570528
AB,2,0,19,-0.03458322349890122,0.042412449052680094
AB,2,0,20,0.07715062496028255,-0.018242189001592864
AB,2,0,21,0.03317435621362201,-0.050204958380549176
AB,2,0,22,0.13067913703153577,0.0642470718868073
AB,2,0,23,0.014377825061207133,-0.008755159520390559
AB,2,0,24,-0.05334518269674098,-0.09451383954477197
AB,2,0,25,-0.06700906983784362,-0.0034223660163159933
AB,2,0,26,-0.07785724969980533,-0.11366510295720733
AB,2,0,27,-0.02856423736358381,0.1064040285169299
AB,2,0,28,-0.007464557102708616,-0.04530991890846428
AB,2,0,29,-0.07364436446113874,0.09487879688770792
AB,2,0,30,-0.03372645224098695,0.012471019995275986
AB,2,0,31,0.13451461195226241,0.06345178554665407
AB,2,0,32,-0.005709654877755548,-0.019793824480816423
AB,2,0,33,-0.10020123758518484,0.14219904371440395
AB,2,0,34,0.09986794848444405,0.04631738677892118
AB,2,0,35,-0.1549912297362425,-0.08794529244795085
AB,2,0,36,-0.005946573043635384,0.014378971529069702
AB,2,0,37,-0.10006650736305552,-0.055929850664382094
AB,2,0,38,-0.06561386952493999,0.029426462689346213
AB,2,0,39,0.018867864597360236,0.05844198332382303
AB,2,0,40,0.06744531999024518,-0.1128084302664134
AB,2,0,41,0.006798042107230983,-0.027761911528048522
AB,2,0,42,-0.02418532822659606,-0.10462502702374911
AB,2,0,43,-0.03543465201244922,0.06651270651509977
AB,2,0,44,-0.1045018896202891,-0.13820817767840704
AB,2,0,45,0.0033849557966078372,-0.14030678197783666
AB,2,0,46,-0.055358362521815106,-0.1433765621888924
AB,2,0,47,0.09519466676135802,0.0008089627374629343
AB,2,0,48,0.018130868591416622,-0.09438731172518587
AB,2,0,49,-0.11421474811094318,0.006924923079069768
AB,2,0,50,0.04712455925694649,-0.1341243728006755
AB,2,0,51,-0.055626810256971734,-0.11312471925810573
AB,2,0,52,-0.0019368979788872975,0.09105794713697792
AB,2,0,53,0.04122012050163264,0.0580010109940259
AB,2,0,54,0.021733741670201513,-0.12093022174135962
AB,2,0,55,0.07299574672253789,0.03930294593252604
AB,2,0,56,-0.014631389876699992,0.012837357352585739
AB,2,0,57,0.04241536149793716,0.043083226116452066
AB,2,0,58,0.06487052219064299,0.09811744669523238
AB,2,0,59,0.0733409573924321,0.09354579673762883
AB,2,0,60,-0.08033825945270266,-0.00680502873469753
AB,2,0,61,0.11314640057551201,0.017303353886305668
AB,2,0,62,-0.12549755925389194,-0.03712920402728845
AB,2,0,63,-0.012347172489918089,-0.036697457245712245
AB,2,0,64,0.062190481964024824,0.05038449995159256
AB,2,0,65,0.00910488280448541,-0.032291461619779596
AB,2,0,66,-0.009815553022941651,-0.003931648359506247
AB,2,0,67,0.04623900058236919,0.011969330261804516
AB,2,0,68,0.08336093704290788,0.03795235862570407
AB,2,0,69,-0.0679215327442668,-0.05580267579597065
AB,2,0,70,0.004972529954203001,0.08271772154184304
AB,2,0,71,-0.039901651927764695,-0.006499359864393383
AB,2,0,72,0.08494683770068129,0.18505992132861782
AB,2,0,73,0.02470877063969676,0.014620349186191274
AB,2,0,74,-0.11464171199252848,0.11038142840479022
AB,2,0,75,0.036024733732668,0.08137005418446272
AB,2,0,76,-0.0005476949272584363,0.030491065206666595
AB,2,0,77,0.02554273172025038,0.033275063208253366
AB,2,0,78,0.08815116184195684,-0.015542662830041042
AB,2,0,79,-0.08680376223294506,-0.01724690731966538
AB,2,0,80,0.021770306489650695,0.17199133688626345
AB,2,0,81,0.034300205411939365,-0.0073689485113752114
AB,2,0,82,0.12477127343360714,-0.056234291239906906
AB,2,0,83,-0.04905932988799873,0.048363522522624096
AB,2,0,84,0.013344847576161313,-0.0037262555019930144
AB,2,0,85,0.03043714110314237,0.051153902060466314
AB,2,0,86,0.0998969563192492,-0.060281535487544995
AB,2,0,87,-0.01656983788383958,-0.018019144686756475
AB,2,0,88,-0.03490489190021148,-0.03834494427547986
AB,2,0,89,0.03763672109468955,-0.0010282668294690819
AB,2,0,90,-0.06368822477404826,0.04293214087481961
AB,2,0,91,0.1281782599309452,-0.027390795578298585
AB,2,0,92,-0.03571648136897641,-0.013384951038331459
AB,2,0,93,-0.002186712949652333,-0.09994742703093289
AB,2,0,94,-0.04845562964296803,-0.13871399560416553
AB,2,0,95,-0.13951962537495707,0.027408552723612797
AB,2,0,96,-0.015395480420509748,0.09688354421268053
AB,2,0,97,0.02401297299067389,0.08879583538518174
AB,2,0,98,0.033927113469807715,0.07848177138443474
AB,2,0,99,-0.0036397796386213373,0.0734432113536842
AB,2,0,100,-0.053432336290423196,-0.03323278147816854
AB,2,0,101,-0.037883584872336784,-0.013503962909157159
AB,2,0,102,0.007676702485932933,-0.050570191612290705
AB,2,0,103,0.034027779858214396,-0.04053719421011375
AB,2,0,104,0.02717518653864889,-0.14027526110841365
AB,2,0,105,0.06067963725337394,-0.035288290609649026
AB,2,0,106,0.10901011502585807,0.042712581122731574
AB,2,0,107,-0.06642886283838816,0.05387180814405618
AB,2,0,108,-0.039355806995423945,-0.02047447780464494
AB,2,0,109,0.019021494244883808,-0.05953677830161136
AB,2,0,110,-0.09648551336295637,-0.06382950044077819
AB,2,0,111,0.020666450551180555,-0.08058482830726538
AB,2,0,112,0.08683268138925501,0.04324339151202573
AB,2,0,113,0.159463905585731,-0.009893375454564805
AB,2,0,114,0.05332626204808495,0.12272232068698813
AB,2,0,115,0.019811436590217127,-0.043510788551731724
AB,2,0,116,-0.04209637235948416,0.009286883116617232
AB,2,0,117,-0.06132720984169366,-0.0647533875302938
AB,2,0,118,0.016903550039794137,-0.0448922720642399
AB,2,0,119,0.1155113994729611,-0.11311595735742999
AB,2,0,120,0.07907115117892582,0.02453297208381797
AB,2,0,121,-0.019443747908322966,-0.09130739986762348
AB,2,0,122,0.13193687565821013,0.022800396086986578
AB,2,0,123,-0.17109537386577534,0.0948713207325519
AB,2,0,124,0.0587497522571465,-0.08003623208003652
AB,2,0,125,0.0439904920752803,-0.013918834516223565
AB,2,0,126,-0.04988960117981748,-0.15779508337002474
AB,2,0,127,-0.04390026610349932,0.05639537319548293
AB,2,0,128,0.03806939885922946,-0.05987934597633816
AB,2,0,129,-0.01376441825776219,-0.015837904565389957
AB,2,0,130,-0.010277312872717215,-0.025630234825049083
AB,2,0,131,-0.026666709306329313,0.059496147148365874
AB,2,0,132,-0.017659466204641046,-0.050372272115651165
AB,2,0,133,0.031790782376700674,0.10763041250259908
AB,2,0,134,-0.1277357252152678,0.07005757829937664
AB,2,0,135,0.03156589732472534,0.15412444742260506
AB,2,0,136,-0.046656566292920275,-0.0766167057386167
AB,2,0,137,0.03951154668430261,-0.06487676891087667
AB,2,0,138,0.06386201374633921,-0.014833704466279133
AB,2,0,139,-0.11991825701573348,-0.031655473519950406
AB,2,0,140,0.004357185327848483,0.08985095566922338
AB,2,0,141,0.16624746015377292,0.1078787892722683
AB,2,0,142,-0.07481299498601848,-0.09906909577526071
AB,2,0,143,-0.007134585827004575,0.02800763673997582
AB,2,0,144,0.037581121750232205,0.0728048712761135
AB,2,0,145,0.07726079756796403,-0.11526574835867696
AB,2,0,146,-0.08465595291790705,-0.07206930737748188
AB,2,0,147,-0.04089409193564196,-0.044323734544374035
AB,2,0,148,0.009652603447304422,-0.10990643281621226
AB,2,0,149,0.05081561375313122,0.04608089698466941
AB,2,0,150,0.021009300415858016,0.02229142976960839
AB,2,0,151,0.0414208018274934,-0.019904184852432998
AB,2,0,152,-0.07196041338729978,-0.05252527971621358
AB,2,0,153,-0.029451634345592788,0.10407593098158538
AB,2,0,154,0.061928488897903804,0.0157199630064624
AB,2,0,155,-0.03968738997059308,0.012410507076535284
AB,2,0,156,0.1075404626622059,0.05110922975690927
AB,2,0,157,0.008371874691263397,-0.01773558233553669
AB,2,0,158,-0.014628836159450237,-0.009678700433862132
AB,2,0,159,0.0024371814302086015,-0.1095455568225098
AB,2,0,160,-0.05551414550641021,0.09094046781679557
AB,2,0,161,0.0786538708222792,0.049413358370200125
AB,2,0,162,0.1165781639085835,-0.07182205885409448
AB,2,0,163,-0.0672220804689197,0.07457328403844773
AB,2,0,164,0.14615300556001026,-0.04808794398681296
AB,2,0,165,0.03630113103150573,-0.07926907047890336
AB,2,0,166,-0.011043405090712381,0.06405882264831915
AB,2,0,167,0.11329225156219579,0.10561655596113284
AB,2,0,168,-0.031419366524316414,0.02258283506124182
AB,2,0,169,-0.015983383858715644,-0.056256560432274644
AB,2,0,170,-0.04661853386429307,0.041022271981829714
AB,2,0,171,-0.03707682973876468,-0.002660556055469991
AB,2,0,172,-0.04943475430001251,0.0883053891753029
AB,2,0,173,0.0665606602766502,-0.12118234556579272
AB,2,0,174,-0.043971828391050655,-0.10091055564865575
AB,2,0,175,-0.014079082318448566,0.019517146506462177
AB,2,0,176,0.019018112051269683,-0.0982533776739456
AB,2,0,177,0.15281891621676433,0.0034338973477465056
AB,2,0,178,-0.030862496515118167,0.04565876531243227
AB,2,0,179,0.17105707446467922,-0.12210508723803663
AB,2,0,180,0.08495037623142758,-0.13242239458511154
AB,2,0,181,-0.002123655956110665,0.090577997025164
AB,2,0,182,-0.06910503936173969,-0.06390462956631823
AB,2,0,183,-0.030428715097544468,0.12384908524524951
AB,2,0,184,-0.12155051754986029,-0.01729724103153083
AB,2,0,185,0.022557999731484937,0.02783982130827515
AB,2,0,186,0.08256624965678598,0.044063218440187624
